intent,question,answer
thanks,Can you cheers?,You're welcome! Happy to help.
name,what's your name!,"I'm ChatBot, your virtual assistant."
thanks,"thank you, please?",You're welcome! Happy to help.
name,what's your name,"I'm ChatBot, your virtual assistant."
greeting,good afternoon,Hello! How can I assist you today?
thanks,Can you thanks?,You're welcome! Happy to help.
weather,Can you how's the weather today?,"I'm not sure about the weather, but you can check a weather app."
weather,weather forecast,"I'm not sure about the weather, but you can check a weather app."
name,"what's your name, please?","I'm ChatBot, your virtual assistant."
greeting,good afternoon please.,Hello! How can I assist you today?
greeting,"hi, please?",Hello! How can I assist you today?
greeting,good evening,Hello! How can I assist you today?
farewell,farewell,Goodbye! Have a great day!
thanks,I'm grateful!,You're welcome! Happy to help.
greeting,hello,Hello! How can I assist you today?
help,can you assist me,Sure! How can I assist you?
weather,what's the weather,"I'm not sure about the weather, but you can check a weather app."
thanks,I appreciate it!,You're welcome! Happy to help.
greeting,hi,Hello! How can I assist you today?
farewell,farewell please.,Goodbye! Have a great day!
farewell,see you later!,Goodbye! Have a great day!
weather,what's the weather please.,"I'm not sure about the weather, but you can check a weather app."
thanks,I appreciate it,You're welcome! Happy to help.
help,"can you assist me, please?",Sure! How can I assist you?
name,what should I call you,"I'm ChatBot, your virtual assistant."
greeting,howdy!,Hello! How can I assist you today?
name,can you tell me your name,"I'm ChatBot, your virtual assistant."
thanks,Can you thanks?,You're welcome! Happy to help.
farewell,take care,Goodbye! Have a great day!
help,Can you I need help?,Sure! How can I assist you?
farewell,bye!,Goodbye! Have a great day!
greeting,Can you good afternoon?,Hello! How can I assist you today?
farewell,"bye, please?",Goodbye! Have a great day!
weather,Can you weather forecast?,"I'm not sure about the weather, but you can check a weather app."
farewell,Can you goodbye?,Goodbye! Have a great day!
farewell,Can you goodbye?,Goodbye! Have a great day!
farewell,goodbye,Goodbye! Have a great day!
name,can you tell me your name,"I'm ChatBot, your virtual assistant."
help,"support needed, please?",Sure! How can I assist you?
farewell,take care,Goodbye! Have a great day!
help,support needed,Sure! How can I assist you?
name,can you tell me your name,"I'm ChatBot, your virtual assistant."
weather,what's the weather!,"I'm not sure about the weather, but you can check a weather app."
greeting,hey please.,Hello! How can I assist you today?
greeting,hello,Hello! How can I assist you today?
greeting,Can you good evening?,Hello! How can I assist you today?
greeting,Can you good afternoon?,Hello! How can I assist you today?
weather,Can you weather forecast?,"I'm not sure about the weather, but you can check a weather app."
thanks,Can you I'm grateful?,You're welcome! Happy to help.
greeting,"good morning, please?",Hello! How can I assist you today?
weather,how's the weather today!,"I'm not sure about the weather, but you can check a weather app."
farewell,goodbye please.,Goodbye! Have a great day!
help,I need help,Sure! How can I assist you?
name,can you tell me your name,"I'm ChatBot, your virtual assistant."
thanks,Can you I appreciate it?,You're welcome! Happy to help.
help,Can you I need assistance?,Sure! How can I assist you?
thanks,I'm grateful!,You're welcome! Happy to help.
weather,Can you what's the weather?,"I'm not sure about the weather, but you can check a weather app."
greeting,hi,Hello! How can I assist you today?
help,Can you I need assistance?,Sure! How can I assist you?
weather,is it going to rain!,"I'm not sure about the weather, but you can check a weather app."
greeting,"hi, please?",Hello! How can I assist you today?
weather,"weather forecast, please?","I'm not sure about the weather, but you can check a weather app."
greeting,good evening,Hello! How can I assist you today?
weather,weather forecast,"I'm not sure about the weather, but you can check a weather app."
farewell,bye,Goodbye! Have a great day!
name,what's your name,"I'm ChatBot, your virtual assistant."
help,I need help!,Sure! How can I assist you?
help,support needed!,Sure! How can I assist you?
thanks,"much obliged, please?",You're welcome! Happy to help.
farewell,Can you take care?,Goodbye! Have a great day!
thanks,I'm grateful,You're welcome! Happy to help.
farewell,Can you take care?,Goodbye! Have a great day!
help,I need help!,Sure! How can I assist you?
help,"support needed, please?",Sure! How can I assist you?
name,what should I call you,"I'm ChatBot, your virtual assistant."
greeting,hi!,Hello! How can I assist you today?
help,can you assist me please.,Sure! How can I assist you?
greeting,good afternoon please.,Hello! How can I assist you today?
farewell,catch you later!,Goodbye! Have a great day!
greeting,howdy,Hello! How can I assist you today?
greeting,Can you hi?,Hello! How can I assist you today?
farewell,goodbye!,Goodbye! Have a great day!
greeting,howdy,Hello! How can I assist you today?
farewell,Can you see you later?,Goodbye! Have a great day!
weather,Can you weather forecast?,"I'm not sure about the weather, but you can check a weather app."
weather,weather forecast!,"I'm not sure about the weather, but you can check a weather app."
name,what's your name please.,"I'm ChatBot, your virtual assistant."
weather,Can you is it going to rain?,"I'm not sure about the weather, but you can check a weather app."
thanks,thank you!,You're welcome! Happy to help.
name,Can you can you tell me your name?,"I'm ChatBot, your virtual assistant."
greeting,"what's up, please?",Hello! How can I assist you today?
thanks,cheers!,You're welcome! Happy to help.
greeting,good evening,Hello! How can I assist you today?
thanks,I appreciate it please.,You're welcome! Happy to help.
farewell,see you later please.,Goodbye! Have a great day!
thanks,cheers!,You're welcome! Happy to help.
thanks,thank you please.,You're welcome! Happy to help.
farewell,bye please.,Goodbye! Have a great day!
greeting,hey!,Hello! How can I assist you today?
greeting,what's up,Hello! How can I assist you today?
farewell,farewell,Goodbye! Have a great day!
greeting,"what's up, please?",Hello! How can I assist you today?
weather,Can you what's the weather?,"I'm not sure about the weather, but you can check a weather app."
thanks,much obliged please.,You're welcome! Happy to help.
thanks,"I appreciate it, please?",You're welcome! Happy to help.
name,"can you tell me your name, please?","I'm ChatBot, your virtual assistant."
weather,is it going to rain please.,"I'm not sure about the weather, but you can check a weather app."
help,Can you can you assist me?,Sure! How can I assist you?
weather,weather forecast,"I'm not sure about the weather, but you can check a weather app."
weather,what's the weather please.,"I'm not sure about the weather, but you can check a weather app."
name,what should I call you please.,"I'm ChatBot, your virtual assistant."
help,I need assistance,Sure! How can I assist you?
weather,"weather forecast, please?","I'm not sure about the weather, but you can check a weather app."
thanks,Can you cheers?,You're welcome! Happy to help.
weather,what's the weather please.,"I'm not sure about the weather, but you can check a weather app."
weather,"is it going to rain, please?","I'm not sure about the weather, but you can check a weather app."
farewell,goodbye,Goodbye! Have a great day!
weather,"is it going to rain, please?","I'm not sure about the weather, but you can check a weather app."
thanks,Can you I'm grateful?,You're welcome! Happy to help.
help,I need help!,Sure! How can I assist you?
name,"can you tell me your name, please?","I'm ChatBot, your virtual assistant."
farewell,"catch you later, please?",Goodbye! Have a great day!
name,"can you tell me your name, please?","I'm ChatBot, your virtual assistant."
farewell,goodbye,Goodbye! Have a great day!
thanks,Can you I'm grateful?,You're welcome! Happy to help.
farewell,see you later!,Goodbye! Have a great day!
farewell,catch you later!,Goodbye! Have a great day!
thanks,"much obliged, please?",You're welcome! Happy to help.
weather,how's the weather today,"I'm not sure about the weather, but you can check a weather app."
weather,how's the weather today,"I'm not sure about the weather, but you can check a weather app."
name,Can you what should I call you?,"I'm ChatBot, your virtual assistant."
name,Can you can you tell me your name?,"I'm ChatBot, your virtual assistant."
help,Can you I need help?,Sure! How can I assist you?
weather,what's the weather,"I'm not sure about the weather, but you can check a weather app."
name,can you tell me your name please.,"I'm ChatBot, your virtual assistant."
weather,is it going to rain please.,"I'm not sure about the weather, but you can check a weather app."
farewell,goodbye please.,Goodbye! Have a great day!
